Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2013,1.38796981730419,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2012,1.41611469271309,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2011,1.39342123368822,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2010,1.46173688506215,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2009,1.48737353410718,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2008,1.46321712517353,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2007,1.3811091198274,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2006,1.34183606254527,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2005,1.31249857619763,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2004,1.2763230192433,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2003,1.25090051033461,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2002,1.25331273803134,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2001,1.27550928010499,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,2000,1.31774313379457,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1999,1.30785481841866,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1998,1.3384721974506,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1997,1.38160060620759,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1996,1.42931742923249,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1995,1.4687961696649,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1994,1.59015369819404,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1993,1.67106816813852,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1992,1.75128515706648,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1991,1.85583293652785,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1990,1.93108193298594,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1989,2.01774618101344,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1988,2.07764887828091,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1987,2.09693328091604,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1986,2.13767200388095,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1985,2.16217279772825,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1984,2.16423300580895,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1983,2.14355878657034,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1982,2.14074654826205,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1981,2.15043622878969,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1980,2.19430158557801,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1979,2.25151098291621,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1978,2.24629854667475,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1977,2.28325665372965,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1976,2.32232087839517,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1975,2.33812394246347,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1974,2.36416323856137,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1973,2.24679701307553,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1972,2.2337533019718,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1971,2.25907721496323,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1970,2.28890138780483,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1969,2.3552589213987,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1968,2.45277843464531,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1967,2.47061286430138,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1966,2.11862851139122,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1965,2.19870989477701,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1964,2.25871167778155,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1963,2.31387443820946,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1962,2.30917941542337,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1961,2.40068336654047,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central Europe and the Baltics,CEB,1960,2.49709409269087,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2019,2.46295837514933,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2018,2.48773541757392,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2017,2.51291699062889,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2016,2.54152110952217,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2015,2.57249804011176,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2014,2.60527133815127,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2013,2.64080196352238,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2012,2.67945900524956,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2011,2.7235129283671,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2010,2.77205702584543,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2009,2.82381266883745,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2008,2.87710817610467,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2007,2.92935453331964,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2006,2.9815801793489,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2005,3.03674744705723,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2004,3.09421503681897,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2003,3.15165724134927,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2002,3.21350930169153,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2001,3.27603758159343,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,2000,3.34278177015425,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1999,3.41300611136333,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1998,3.48561724303154,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1997,3.56389559491518,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1996,3.64532415404215,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1995,3.73170635642771,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1994,3.81984040320434,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1993,3.91631388417878,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1992,4.01624394660661,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1991,4.12064873361656,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1990,4.22514377012641,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1989,4.33012584894157,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1988,4.43853463176492,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1987,4.5464975610848,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1986,4.65008855791726,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1985,4.7505545042834,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1984,4.84465976310516,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1983,4.93274748870109,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1982,5.01537972992119,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1981,5.09333779447012,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1980,5.16813017967311,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1979,5.24164998963261,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1978,5.31630107079636,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1977,5.3927648910136,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1976,5.47128206329571,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1975,5.55102779935059,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1974,5.63041696390266,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1973,5.70697923468421,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1972,5.77873919624673,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1971,5.84400973308422,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1970,5.90223431568245,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1969,5.95286035900449,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1968,5.99656955661402,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1967,6.03455178460067,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1966,6.06679070787626,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1965,6.09293901297987,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1964,6.11331203302341,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1963,6.12797050081691,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1962,6.13740456358171,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1961,6.14247571392863,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,EAR,EAR,1960,6.14416182697489,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2019,1.81749656579339,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2018,1.82243714307182,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2017,1.82534809262038,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2016,1.82899911422718,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2015,1.83045224023883,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2014,1.82713760029145,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2013,1.82464539486687,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2012,1.82841532998948,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2011,1.8225604975183,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2010,1.81964914455952,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2009,1.81840106059257,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2008,1.82031011748834,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2007,1.8213346463152,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2006,1.81855560948427,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2005,1.81517280773724,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2004,1.8201827907002,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2003,1.82302159268485,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2002,1.82822004324481,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2001,1.83593104663925,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,2000,1.85090907409358,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1999,1.85358691043591,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1998,1.86593515696506,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1997,1.8883449586331,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1996,1.91614188961609,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1995,1.95925236954097,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1994,2.02678534005819,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1993,2.11084975187381,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1992,2.22355470372862,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1991,2.34619548572691,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1990,2.4719300746923,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1989,2.58834087774621,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1988,2.69258882719091,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1987,2.7592480592847,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1986,2.80305350873593,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1985,2.82848266742291,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1984,2.83626500175216,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1983,2.84539436149707,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1982,2.8669373241978,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1981,2.90646290386825,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific,EAS,1980,2.98374041624131,female
